Log file open, 06/11/23 14:12:38
[2023.06.11-10.21.15:998][665]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.18:009][760]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.20:017][842]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.22:236][871]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.24:237][877]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.26:237][883]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.28:237][889]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.30:238][895]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.32:238][901]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.34:240][907]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.36:238][913]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.38:238][919]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.40:238][925]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.42:238][931]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.44:074][965]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.46:093][ 66]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.48:115][166]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.50:136][265]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.50:967][306]LogHttp: Warning: 00000BD80BF33C00: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-10.21.50:968][306]LogHttp: Warning: 00000BD80BF33C00: request failed, libcurl error: 6 (Couldn't resolve host name)
[2023.06.11-10.21.50:968][306]LogHttp: Warning: 00000BD80BF33C00: libcurl info message cache 0 (Could not resolve host: datarouter.ol.epicgames.com)
[2023.06.11-10.21.50:968][306]LogHttp: Warning: 00000BD80BF33C00: libcurl info message cache 1 (Closing connection 98)
[2023.06.11-10.21.50:968][306]LogHttp: Warning: Retry exhausted on https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream
[2023.06.11-10.21.52:156][365]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.54:177][465]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.56:091][565]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.21.58:109][665]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.00:128][762]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.02:168][864]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.04:177][966]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.06:196][ 69]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.08:221][171]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: ================================================
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: Total job queries 109, among them cache hits 2 (1.83%)
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: Tracking 107 distinct input hashes that result in 85 distinct outputs (79.44%)
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: RAM used: 0.36 MB (0.00 GB) of 409.60 MB (0.40 GB) budget. Usage: 0.09%
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.06.11-10.22.09:588][231]LogShaderCompilers: Display: ================================================
[2023.06.11-10.22.10:235][256]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.12:257][344]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.14:281][435]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.16:341][528]LogSlate: Took 0.000243 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.06.11-10.22.16:360][529]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.18:327][625]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.20:382][729]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.22:364][820]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.24:381][916]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.26:402][ 11]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.28:320][110]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.30:338][211]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.32:359][313]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.34:379][412]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.36:400][490]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.38:705][559]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.40:533][611]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.42:558][707]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.44:698][805]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.46:596][892]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.48:625][989]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.50:675][ 81]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.51:003][ 88]LogHttp: Warning: 00000BD838729100: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-10.22.51:004][ 88]LogHttp: Warning: 00000BD838729100: request failed, libcurl error: 6 (Couldn't resolve host name)
[2023.06.11-10.22.51:004][ 88]LogHttp: Warning: 00000BD838729100: libcurl info message cache 0 (Could not resolve host: datarouter.ol.epicgames.com)
[2023.06.11-10.22.51:004][ 88]LogHttp: Warning: 00000BD838729100: libcurl info message cache 1 (Closing connection 99)
[2023.06.11-10.22.51:004][ 88]LogHttp: Warning: Retry exhausted on https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream
[2023.06.11-10.22.52:881][143]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.54:794][223]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.56:816][325]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.22.58:834][427]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.00:870][511]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.02:886][602]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.04:910][694]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.06:928][772]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.08:947][852]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.10:988][939]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.12:984][ 22]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.15:005][114]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.17:025][212]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.19:047][304]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.21:067][404]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.23:089][491]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.25:107][585]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.27:124][676]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.29:144][771]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.29:409][776]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.29:500][776]LogUObjectHash: Compacting FUObjectHashTables data took   1.87ms
[2023.06.11-10.23.29:516][776]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.29:517][776]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_Default8E034DC54DA236EA2F54DBB35E07F73C.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.29:533][776]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.29:533][776]LogFileHelpers: Saving map 'Minimal_Default' took 0.048
[2023.06.11-10.23.29:545][776]LogFileHelpers: InternalPromptForCheckoutAndSave took 136 ms (total: 993 ms)
[2023.06.11-10.23.29:549][776]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.29:549][776]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.29:638][780]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.29:708][780]LogUObjectHash: Compacting FUObjectHashTables data took   0.41ms
[2023.06.11-10.23.29:723][780]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.29:724][780]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_Default6EA38F3F45E27EDB39A956B3AECAEBB8.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.29:739][780]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.29:739][780]LogFileHelpers: Saving map 'Minimal_Default' took 0.045
[2023.06.11-10.23.29:746][780]LogFileHelpers: InternalPromptForCheckoutAndSave took 108 ms (total: 1.10 sec)
[2023.06.11-10.23.29:752][780]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.29:752][780]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.29:848][783]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.29:923][783]LogUObjectHash: Compacting FUObjectHashTables data took   0.43ms
[2023.06.11-10.23.29:937][783]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.29:938][783]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_Default351A9B074979B9FB41524FA056DB965B.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.29:953][783]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.29:953][783]LogFileHelpers: Saving map 'Minimal_Default' took 0.044
[2023.06.11-10.23.29:960][783]LogFileHelpers: InternalPromptForCheckoutAndSave took 110 ms (total: 1.21 sec)
[2023.06.11-10.23.29:964][783]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.29:964][783]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.30:077][786]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.30:140][786]LogUObjectHash: Compacting FUObjectHashTables data took   0.41ms
[2023.06.11-10.23.30:155][786]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.30:156][786]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_DefaultE17E8EF7464624C222B57EBB1E00B6A8.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.30:172][786]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.30:172][786]LogFileHelpers: Saving map 'Minimal_Default' took 0.045
[2023.06.11-10.23.30:180][786]LogFileHelpers: InternalPromptForCheckoutAndSave took 103 ms (total: 1.31 sec)
[2023.06.11-10.23.30:186][786]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.30:186][786]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.30:269][788]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.30:340][788]LogUObjectHash: Compacting FUObjectHashTables data took   0.39ms
[2023.06.11-10.23.30:357][788]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.30:358][788]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_DefaultF38CA4164805EEDD701F099603962327.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.30:372][788]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.30:372][788]LogFileHelpers: Saving map 'Minimal_Default' took 0.045
[2023.06.11-10.23.30:392][788]LogFileHelpers: InternalPromptForCheckoutAndSave took 123 ms (total: 1.43 sec)
[2023.06.11-10.23.30:398][788]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.30:398][788]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.30:502][792]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.30:575][792]LogUObjectHash: Compacting FUObjectHashTables data took   0.41ms
[2023.06.11-10.23.30:590][792]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.30:591][792]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_Default695F4E6546E64778C5C382850326FFD4.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.30:606][792]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.30:606][792]LogFileHelpers: Saving map 'Minimal_Default' took 0.046
[2023.06.11-10.23.30:626][792]LogFileHelpers: InternalPromptForCheckoutAndSave took 123 ms (total: 1.56 sec)
[2023.06.11-10.23.30:632][792]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.30:632][792]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.30:764][799]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.06.11-10.23.30:839][799]LogUObjectHash: Compacting FUObjectHashTables data took   0.35ms
[2023.06.11-10.23.30:854][799]LogSavePackage: Moving output files for package: /Game/StarterContent/Maps/Minimal_Default
[2023.06.11-10.23.30:855][799]LogSavePackage: Moving '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Saved/Minimal_DefaultEA435EC24B1C3AF531D9C2911A547605.tmp' to '../../../../../../Users/ASUS/Documents/Unreal Projects/WareHouseWreckage/Content/StarterContent/Maps/Minimal_Default.umap'
[2023.06.11-10.23.30:871][799]LogFileHelpers: No new changes to save!
[2023.06.11-10.23.30:871][799]LogFileHelpers: Saving map 'Minimal_Default' took 0.044
[2023.06.11-10.23.30:892][799]LogFileHelpers: InternalPromptForCheckoutAndSave took 128 ms (total: 1.69 sec)
[2023.06.11-10.23.30:898][799]AssetCheck: New page: Asset Save: Minimal_Default
[2023.06.11-10.23.30:898][799]LogContentValidation: Display: Validating /Script/Engine.World /Game/StarterContent/Maps/Minimal_Default.Minimal_Default
[2023.06.11-10.23.31:166][804]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.31:861][833]LogUObjectHash: Compacting FUObjectHashTables data took   0.49ms
[2023.06.11-10.23.32:368][863]LogUObjectHash: Compacting FUObjectHashTables data took   1.07ms
[2023.06.11-10.23.32:657][879]LogUObjectHash: Compacting FUObjectHashTables data took   0.43ms
[2023.06.11-10.23.33:191][902]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.35:208][  4]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.37:232][115]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.39:249][192]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.41:267][277]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.43:299][369]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.45:310][453]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2023.06.11-10.23.45:313][453]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.46:663][517]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2023.06.11-10.23.47:331][545]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.49:357][639]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.50:966][726]LogHttp: Warning: 00000BD83568C800: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-10.23.50:966][726]LogHttp: Warning: 00000BD83568C800: request failed, libcurl error: 6 (Couldn't resolve host name)
[2023.06.11-10.23.50:966][726]LogHttp: Warning: 00000BD83568C800: libcurl info message cache 0 (Could not resolve host: datarouter.ol.epicgames.com)
[2023.06.11-10.23.50:966][726]LogHttp: Warning: 00000BD83568C800: libcurl info message cache 1 (Closing connection 100)
[2023.06.11-10.23.50:966][726]LogHttp: Warning: Retry exhausted on https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream
[2023.06.11-10.23.51:281][737]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.53:300][845]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.55:312][943]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.56:922][  4]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2023.06.11-10.23.57:439][ 24]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.23.58:755][ 93]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2023.06.11-10.23.59:456][124]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.01:480][223]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.03:506][317]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.05:538][405]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.07:559][511]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.09:574][619]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.11:685][725]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.13:712][825]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.15:644][912]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.17:663][ 21]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.19:687][125]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.21:698][234]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.23:713][342]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.25:734][451]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.27:751][551]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.29:790][656]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.31:787][757]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.33:806][862]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.35:825][967]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.37:838][ 72]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.39:859][177]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.41:781][282]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.43:802][390]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.45:826][496]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.47:846][598]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.49:857][701]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.24.51:033][737]LogHttp: Warning: 00000BD8391A0500: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-10.24.51:033][737]LogHttp: Warning: 00000BD8391A0500: request failed, libcurl error: 6 (Couldn't resolve host name)
